,Title,Link,Genre,Author,Description
532,Một Tư Duy Khác Về Kinh Tế Và Xã Hội Việt Nam,https://khosachonline.com/sach/mot-tu-duy-khac-ve-kinh-te-va-xa-hoi-viet-nam,Kinh Tế - Quản Lý,Alan Phan,"Những vấn đề kinh tế, xã hội và văn hóa của Việt Nam rất giống những gì tôi thấy ở Trung Quốc 15 năm về trước, hay Thái Lan, Mã Lai...30 năm về trước. Thời đại siêu tốc về thông tin của thế giới Internet đã không đẩy nhanh hơn tiến trình chuyển đổi quốc gia theo đà tiến hóa của nhân loại. Tuy vậy, có một điều khác biệt: Tôi không sinh ra và lớn lên tại Trung Quốc hay Thái Lan..nên Tôi chỉ cười với những người nước ngoài khi họ phê bình hay giễu cợt điều gì đó nghịch lý và thua kém dân bản xứ, nhưng với Việt Nam, nơi tôi gọi là quê hương, điều này thường làm tôi đau lòng và trăn trở"
533,Đời Ngắn Đừng Ngủ Dài,https://khosachonline.com/sach/doi-ngan-dung-ngu-dai,Tâm Lý - Kỹ Năng Sống,Robin Sharma,"“Mọi lựa chọn đều giá trị. Mọi bước đi đều quan trọng. Cuộc sống vẫn diễn ra theo cách của nó, không phải theo cách của ta. Hãy kiên nhẫn. Tin tưởng. Hãy giống như người thợ cắt đá, đều đặn từng nhịp, ngày qua ngày. Cuối cùng, một nhát cắt duy nhất sẽ phá vỡ tảng đá và lộ ra viên kim cương. Người tràn đầy nhiệt huyết và tận tâm với việc mình làm không bao giờ bị chối bỏ. Sự thật là thế.”
Bằng những lời chia sẻ thật ngắn gọn, dễ hiểu về những trải nghiệm và suy ngẫm trong đời, Robin Sharma tiếp tục phong cách viết của ông từ cuốn sách Điều vĩ đại đời thường để mang đến cho độc giả những bài viết như lời tâm sự, vừa chân thành vừa sâu sắc."
534,Nghệ Thuật Đàm Phán,https://khosachonline.com/sach/nghe-thuat-dam-phan,Tâm Lý - Kỹ Năng Sống,Donald J. Trump - Tony Schwartz,"D.Trump Nghệ Thuật Đàm Phán
Quyển sách cho chúng ta thấy cách Trump làm việc mỗi ngày - cách ông điều hành công việc kinh doanh và cuộc sống - cũng như cách ông trò chuyện với bạn bè và gia đình, làm ăn với đối thủ, mua thành công những sòng bạc hàng đầu ở thành phố Atlantic, thay đổi bộ mặt của những cao ốc ở thành phố New York... và xây dựng những tòa nhà chọc trời trên thế giới. 
Quyển sách đi sâu vào đầu óc của một doanh nhân xuất sắc và khám phá một cách khoa học chưa từng thấy về cách đàm phán một thương vụ thành công. Đây là một cuốn sách thú vị về đàm phán và kinh doanh – và là một cuốn sách nên đọc cho bất kỳ ai quan tâm đến đầu tư, bất động sản và thành công."
535,Dám Bị Ghét,https://khosachonline.com/sach/dam-bi-ghet,Tâm Lý - Kỹ Năng Sống,Koga Fumitake - Kishimi Ichiro,"Các mối quan hệ xã hội thật mệt mỏi.
Cuộc sống sao mà nhạt nhẽo và vô nghĩa.
Bản thân mình xấu xí và kém cỏi.
Quá khứ đầy buồn đau còn tương lai thì mờ mịt.
Yêu cầu của người khác thật khắc nghiệt và phi lý.
 TẠI SAO BẠN CỨ PHẢI SỐNG THEO KHUÔN MẪU NGƯỜI KHÁC ĐẶT RA?
 Dưới hình thức một cuộc đối thoại giữa Chàng thanh niên và Triết gia, cuốn sách trình bày một cách sinh động và hấp dẫn những nét chính trong tư tưởng của nhà tâm lý học Alfred Adler, người được mệnh danh là một trong “ba người khổng lồ của tâm lý học hiện đại”, sánh ngang với Freud và Jung. Khác với Freud cho rằng quá khứ và hoàn cảnh là động lực làm nên con người ta của hiện tại, Adler chủ trương “cuộc đời ta là do ta lựa chọn”, và tâm lý học Adler được gọi là “tâm lý học của lòng can đảm”."
536,Bạn Thật Sự Có Tài!,https://khosachonline.com/sach/ban-that-su-co-tai,Tâm Lý - Kỹ Năng Sống,Tina Seelig,"Khả năng sáng tạo không phải một loại tài năng thiên bẩm chỉ dành cho một số người đặc biệt, nó là một kỹ năng bất cứ ai cũng có thể học hỏi. Dựa trên nền tảng đó, tác giả - một chuyên gia huấn luyện và cũng là một giáo sư của Đại học Stanford sẽ giúp độc giả hiểu đúng hơn về sự sáng tạo. Cùng với việc làm rõ bản chất của sáng tạo, bà còn cung cấp cho độc giả nhiều ví dụ cực kỳ thú vị về những ý tưởng đột phát ở khắp mọi nơi, trong đó có những công ty nổi tiếng như Google, Pixar, Facebook, IDEO… 

Ngoài ra, dựa trên rất nhiều bài tập và tình huống thực tế thú vị trong quá trình bà làm việc ở Stanford, Tina Seelig đã giới thiệu với chúng ta trong cuốn sách này nhiều công cụ và phương pháp để nâng cao khả năng sáng tạo."
537,Ăn Dặm Không Nước Mắt,https://khosachonline.com/sach/an-dam-khong-nuoc-mat,Tâm Lý - Kỹ Năng Sống,Nguyễn Thị Ninh,"Thế nào là ăn dặm không nước mắt? Là khi con không khóc vì bị ép ăn và mẹ không khóc vì con bỏ bữa. Là khi con hào hứng trước mỗi bữa ăn và mẹ hạnh phúc thấy con ăn hết phần đồ ăn mẹ làm. Cuốn sách Ăn dặm không nước mắt của mẹ Xoài, một người mẹ Việt nuôi con ở Nhật hẳn sẽ mang đến nhiều gợi ý. Học hỏi các bà mẹ Nhật, mẹ Xoài đã cố gắng tập cho bé Xoài thói quen ăn uống tự giác, tập trung. Mẹ Xoài cũng tôn trọng sở thích, nhu cầu và mong muốn của bé. Còn để khiến bé háu ăn và ăn được nhiều hơn, mẹ Xoài đã chế biến các món ăn thật ngon lành, đa dạng, trang trí vô cùng đẹp mắt để bé chỉ nhìn thôi đã thèm.
Mẹ Xoài và bé Xoài đã trải qua một thời kì ăn dặm nhẹ nhàng, thoải mái. Và mẹ Xoài nghĩ, biết đâu những kinh nghiệm của mình có thể giúp ích cho những mẹ Việt đang và sắp sửa cho con ăn dặm…"
538,Một Đời Thương Thuyết,https://khosachonline.com/sach/mot-doi-thuong-thuyet,Tâm Lý - Kỹ Năng Sống,Phan Văn Trường,"Hơn 40 năm kinh nghiệm trong nghề và cả nghiệp thương thuyết, Giáo sư Phan Văn Trường, Cố vấn thương mại quốc tế của chính phủ Pháp, có lẽ đã cố gắng thể hiện gần trọn vẹn trong cuốn sách này. Được viết từ trải nghiệm của một người thường xuyên “xông pha trận mạc” đàm phán, thật khó có thể tìm được cuốn sách nào khác về đề tài này mang tính thực tế cao hơn Thương thuyết một đời. Trong đó không có những bài lý thuyết theo lớp lang chuẩn mực, nhưng độc giả sẽ được “sống” thực sự trong từng bối cảnh đàm phán như đang diễn ra trước mắt. Và độc giả sẽ đọc cuốn sách này chẳng khác gì đang đọc một tập truyện ngắn đầy những tình tiết thú vị."
539,Trật Tự Vũ Trụ,https://khosachonline.com/sach/trat-tu-vu-tru,Tâm Lý - Kỹ Năng Sống,George Ohsawa,"Cuốn Trật tự của Vũ trụ này là chìa khóa dẫn tới thiên đường. Nó là chiếc radar dò tìm giúp chỉ ra con đường giác ngộ đầy chông gai, hiểm nguy. Đây không phải là cuốn sách đọc bằng mắt. Hãy đọc và cảm nhận từng dòng, từng dòng bằng chính cơ thể mình.
Chiếc radar này sẽ từng giờ, từng phút dẫn lối, chỉ đường cho bạn tiến lên phía trước trong nơi sâu thẳm của cánh rừng sơ khai hay trong biển sóng đang nổi cơn thịnh nộ giữa gió bão mịt mù mà được người ta đặt cho tên gọi là CUỘC ĐỜI. Chiếc radar chỉ là thứ chỉ ra giúp bạn ở mỗi bước đi của bạn đâu là tảng đá ngầm chết chóc, đâu là eo biển sâu dữ dằn. Mọi nỗ lực tránh xa những chông gai, hiểm nguy đó để một mình tiếp tục cuộc hành trình nằm ở chính ý chí và kỹ năng của bạn."
540,Dấn Thân,https://khosachonline.com/sach/dan-than,Tâm Lý - Kỹ Năng Sống,Sheryl Sandberg,"Sheryl Sandberg hiện là giám đốc hoạt động của facebook, là nhân vật đứng thứ hai sau tổng giám đốc và người sáng lập facebook. Cô được xem là một phụ nữ quyền lực ở thung lũng Silicon. Cô từng giữ chức vụ lớn tại Google, tại bộ Tài chính Mỹ.Thông qua quyển sách này, Sheryl Sandberg chia sẻ cuộc đời mình, những vươn lên cùng với thành công, để qua đó nhằm kêu gọi và truyền cảm hứng cho phụ nữ.
Theo đó, phụ nữ hãy dám dấn thân, dám ngồi vào bàn để cùng tranh luận, trao đổi và theo đuổi ước mơ của cuộc đời mình. Cũng qua quyển sách này, Sandberg cũng muốn chia sẻ suy nghĩ của mình về vai trò của phụ nữ và quá trình bình đẳng giới để mọi tầng lớp trong xã hội, đặc biệt là nam giới, cùng chia sẻ để hướng tới một xã hội bình đẳng hơn. Sheryl cũng cập nhật những số liệu ở Việt Nam, để cuốn sách phù hợp với độc giả và môi trường của Việt Nam. Tác giả cũng mời bà Tôn Nữ Thị Ninh viết lời giới thiệu cho ấn bản Việt Nam."
541,Lắng Nghe Yêu Thương,https://khosachonline.com/sach/lang-nghe-yeu-thuong,Tâm Lý - Kỹ Năng Sống,Susanna Tamaro,"Lắng nghe yêu thương là những suy tư trong hành trình đi tìm lại cội rễ của chính mình của một cô gái trẻ người Ý gốc Do Thái, vốn chỉ biết mình ‘sinh ra lúc 4 tuổi' khi được chuyển đến sống với một người bà yêu mình hơn cả mẹ.

Yêu cháu và muốn bảo bọc cháu yêu khỏi những tổn thương từ những cá tính quá góc cạnh lẫn cực đoan của cha mẹ, người bà đã dựng nên những câu chuyện đẹp để cho cháu yên lòng về xuất xứ của mình. Nhưng truyện cổ tích chỉ có tác dụng lúc cô cháu yêu còn nhỏ, và khi đã lớn hơn, đã hiểu ra phần nào sự thật mà người bà đã - vì yêu thương mà - che giấu, mọi yêu thương trong cô cháu gái đã chuyển sang thái cực tình cảm khác hẳn - lòng căm ghét.
Mọi thứ lên tới đỉnh điểm khi người bà qua đời.

Và hành trình đi tìm lại cội rễ của cô gái cũng là hành trình chuyển hóa nhận thức và tình cảm của cô đối với những con người đã ban cho mình cuộc sống."
542,Sa Mạc Nở Hoa,https://khosachonline.com/sach/sa-mac-no-hoa,Tâm Lý - Kỹ Năng Sống,Virginia M. Axline,"SA MẠC NỞ HOA (Dibs in Search of Self) của tác giả Virginia Axline - một nhà trị liệu nổi tiếng về kỹ thuật chữa trị cho trẻ em rối loạn tình cảm - là một trong những quyển sách kinh điển về trị liệu tâm lý cho trẻ em.

""Đây là một tài liệu trung thực và đầy đủ, với sự chính xác khoa học, vì tất cả những buổi trị liệu đều được ghi âm. Nhưng nó không chỉ dành cho các chuyên gia, vì cùng lúc nó diễn tả những chi tiết rất gần gũi với chúng ta [...]"" - Tiến sĩ Tô Thị Ánh."
543,Làm Thế Nào Để Chinh Phục Đối Phương,https://khosachonline.com/sach/lam-the-nao-de-chinh-phuc-doi-phuong,Tâm Lý - Kỹ Năng Sống,Hoàng Văn Tuấn,"Chinh phục đối phương luôn là điều mà tất cả chúng ta đều rất mong muốn đạt được trong cuộc sống. Bạn có muốn mình làm cho đối phương thay đổi hẳn thái độ khi gặp bạn không? Làm thế nào để bạn luôn trong thế chủ động? Khi bạn mệt mỏi không nên đưa ra lời quyết định, đó là lời cuốn sách muốn dạy ta. Phải làm thế nào để che giấu nội tâm và từ chối những cuộc nói chuyện với người mình không ưa mà không bị phát hiện…
Có thể nói cuốn sách đã đưa cho chúng ta rất nhiều tình huống hay, thiết thực cho cuộc sống của chúng ta. Bạn hoàn toàn có thể học hỏi và tích lũy những kiến thức được chia sẻ trong cuốn sách hữu ích này vào đời sống thực tiễn của mình để gặt hái thành công. Đó cũng là mong muốn của các tác giả khi biên soạn cuốn sách.
Mời các bạn đón đọc Làm thế nào để chinh phục đối phương - Hoàng Văn Tuấn!"
544,10 Điều Tạo Nên Số Phận,https://khosachonline.com/sach/10-dieu-tao-nen-so-phan,Tâm Lý - Kỹ Năng Sống,"David Simon, M.D","10 Điều Tạo Nên Số Phận - Hạt Giống Tâm Hồn:
Hãy để sức mạnh của yêu thuơng mang đến cho tất cả chúng ta một cuộc sống yên bình, thấm đẫm tình người và có mục đích. Thông qua những lời cam kết với cuộc sống, chúng ta sẽ có thể biến những mong muốn của mình thành hàng động, biến hoài bão thành năng lượng sống, từ đó tạo ra sự biến đổi và hàn gắn những nỗi đau, những lỗi lầm trong quá khứ.
“10 điều tạo nên số phận” là một thành quả tuyệt vời, nó xứng đáng trở thành một quyển sách kinh điển. Được viết bởi một trong những nhà tư duy vĩ đại nhất hiện nay, 10 điều tạo nên số phận sẽ thôi thúc chúng ta bước vào hành trình của sự thức tỉnh, mang đến các mục tiêu rõ ràng để biến ý tưởng thành hành động, biến khát khao thành hoài bão và tạo ra một tầm nhìn đúng đắn nhằm hướng tới cuộc sống tốt đẹp hơn."
545,Đừng Để Nước Đến Chân Mới Nhảy,https://khosachonline.com/sach/dung-de-nuoc-den-chan-moi-nhay,Tâm Lý - Kỹ Năng Sống,Jocelyn K.Glei,"Bạn có từng bị phân tâm, quá tải, hay choáng ngợp trước khối lượng công việc? Bạn từng hùng hục làm việc, nhưng tới cuối ngày khi chuẩn bị rời khỏi văn phòng, bạn chợt nhận ra phần quan trọng nhất trong danh sách việc cần làm vẫn chưa hoàn thành. Thế giới đã thay đổi. Cách chúng ta làm việc cũng phải thay đổi. Với sự khôn ngoan có được từ 20 bộ óc sáng tạo hàng đầu, từ Dan Ariely đến Seth Godin, từ Mark McGuinness đến Tiffany Shlain, cuốn sách này mang đến cho bạn những kiến giải sâu sắc và giá trị của việc tối ưu hóa nhịp điệu hàng ngày.
Bạn sẽ thấy rằng thói quen làm việc của mình đã bị phó mặc thích nghi với môi trường xung quanh, hơn là đáp ứng sở thích của chính bạn. hãy sử dụng cuốn sách này như một cơ hội để đánh giá mọi thứ. hãy dừng lại giữa dòng công việc không ngừng nghỉ để đánh giá cách bạn thực hiện nó. Chỉ bằng cách có trách nhiệm về thói quen hàng ngày của mình bạn mới có thể thực sự tác động tới những gì quan trọng nhất đối với mình."
546,10 Bí Quyết Thành Công Của Những Diễn Giả Mc Tài Năng Nhất Thế Giới,https://khosachonline.com/sach/10-bi-quyet-thanh-cong-cua-nhung-dien-gia-mc-tai-nang-nhat-the-gioi,Tâm Lý - Kỹ Năng Sống,Carmine Gallo,"Thông qua khả năng diễn đạt của mình, một số người có thể lôi cuốn cả trái tim và khối óc của người nghe dù là trong những câu chuyện thường nhật hay khi đứng trên bục thuyết trình. Khả năng truyền cảm hứng mạnh mẽ của họ được mọi người ngưỡng mộ và tuy đại diện cho rất nhiều ngành nghề khác nhau trong xã hội, tất cả họ đều có điểm tương đồng - đó là tuân theo những bí quyết giao tiếp vô cùng hiệu quả. 10 bí quyết thành công của những diễn giả MC tài năng nhất thế giới sẽ bật mí cho bạn những bí quyết trong giao tiếp của các doanh nhân hàng đầu thế giới ngày nay.
Carmine Gallo là người đào tạo truyền thông cho nhiều thương hiệu nổi tiếng thế giới. Ông cũng là diễn giả nổi tiếng và là tác giả của một vài cuốn sách bán chạy nhất, trong đó có 2 cuốn viết về Steve Jobs là Bí quyết thuyết trình của Steve Jobs và Bí quyết cải cách của Steve Jobs.

Mời các bạn đón đọc 10 Bí Quyết Thành Công Của Những Diễn Giả MC Tài Năng Nhất Thế Giới của tác giả Carmine Gallo."
547,Đam Mê Bí Quyết Tạo Thành Công,https://khosachonline.com/sach/dam-me-bi-quyet-tao-thanh-cong,Tâm Lý - Kỹ Năng Sống,Stephen R. Covey,"Trong một nền kinh tế luôn có những biến động không ngừng, thật khó để giữ được chỗ đứng của mình. Tuy nhiên, vẫn luôn tồn tại những mặt tích cực trong thời đại đầy rủi ro hiện nay. Bạn vẫn có thể đảm bảo cho mình một tương lai tốt đẹp nếu biết thích ứng với những yêu cầu của thời đại mới cũng như biết nắm bắt những cơ hội mà nó mang lại.

""Đam mê - Bí quyết tạo thành công"" sẽ giúp bạn biết cách phát hiện và vận dụng tài năng, thế mạnh của bản thân để đạt được kết quả tối ưu trong công việc và truyền cảm hứng để bạn có những cống hiến khác biệt.
"
548,Ý Chí Sắt Đá,https://khosachonline.com/sach/y-chi-sat-da,Tâm Lý - Kỹ Năng Sống,Nguyễn Hiến Lê,"“Cuộc du học của Huyền Trang thích thú vô cùng. Tới đâu ông cũng gặp những di tích của đạo Phật, tha hồ mà đọc kinh điển, mà thảo luận với các pháp sư và thỉnh giáo các vị tu hành uyên bác.

Ông sống non mười năm ở Ấn, có dịp đi khắp nơi, được trông thấy bao nhiêu điều lạ, rồi bẩm sinh có óc nhận xét tinh tế, ghi cả lại trong du kí, thành một mớ tài liệu rất quí giá chẳng những giúp người Trung Hoa thời đó mà còn giúp những học giả thời nay hiểu Ấn Độ nữa. Chính René Grousset, tác giả cuốn Sur les traces de Bouddha cũng phải thán phục tài nhận xét của ông, coi ông vào hạng bác học danh tiếng nhất thời cổ”."
549,Dạy Trẻ Về Thế Giới Xung Quanh,https://khosachonline.com/sach/day-tre-ve-the-gioi-xung-quanh,Tâm Lý - Kỹ Năng Sống,Glenn Doman,"""Dạy Trẻ Thế Giới Xung Quanh"" cung cấp một chương trình về thông tin kích thích thị giác được thiết kế nhằm giúp con bạn khai thác tiềm năng tự nhiên để học bất kỳ thứ gì. Cuốn sách chỉ cho bạn thấy thật dễ dàng và vui thú ra sao khi dạy cho con bạn biết về nghệ thuật, khoa học tự nhiên. Con bạn sẽ nhận biết được sâu bọ trong vườn, biết về các quốc gia trên thế giới, khám phá được vẻ đẹp của các bức tranh củ Van Gogh và nhiều thứ khác.
Hãy giúp trẻ phát triển một cách đầy đủ hơn khả năng của trẻ. Hãy cho con đứng trên đôi vai của chính bạn, hãy cho trẻ xuất phát điểm từ những hiểu biết của bạn, hãy trao cho con khả năng học hỏi ngay từ khi con được sinh ra. Chúc bạn sẽ thành công với phương pháp của Glenn Doman – phương pháp đã được hầu như tất cả các bà mẹ Mỹ đã thực hành.
 "
550,Gương Danh Nhân,https://khosachonline.com/sach/guong-danh-nhan,Tâm Lý - Kỹ Năng Sống,Nguyễn Hiến Lê,"Trong đời sống nhân loại đã sản sinh biết bao danh nhân, thánh hiền những nhà hiền triết. Để lại cho đời những tấm gương sáng ngời, cho mọi người noi theo. Quyển “Gương danh nhân” nói đến những danh nhân có tài có đức trong mọi giới, giúp chúng ta được nhiều bài học về nhân sinh quan, soi lại tấm gương cổ nhân để hoàn thiện chính mình.

Tôi cho rằng trong cái nghề cầm bút sự may rủi chiếm một phần quan trọng, có lẽ lớn hơn phần học thức và chí hướng của tác giả. Nhà văn cũng gần như một người tìm mỏ. Trong đời sống, may mà gặp được những tài liệu quý giá thì tức là đào được những mỏ vàng, chẳng may thì phải dùng những tài liệu tầm thường như vậy. Rừng sách vô cùng mênh mông, phương pháp tìm kiếm chỉ giúp ta được một phần nào thôi, huống hồ nhiều khi biết chắc ở nơi nào đó có tài liệu, mà không sao tới được, chỉ còn cách tự an ủi và mừng giùm cho những bạn đã may mắn hơn mình."
551,Tổ Chức Công Việc Gia Đình,https://khosachonline.com/sach/to-chuc-cong-viec-gia-dinh,Tâm Lý - Kỹ Năng Sống,Nguyễn Hiến Lê,"Sách Tổ Chức Công Việc Gia Đình chủ ý viết cho các bà nội trợ nhưng các bạn trai đã lập gia đình cũng nên đọc nó. Phụ nữ có nhiều đức quý như lòng vị tha, đa cảm, đức kiên nhẫn, tự ti ... nhưng thường theo trực giác mà không chịu luận lý, lại cố chấp, thiếu phương pháp. Vì vậy, nếu các ông chồng hiểu rõ những qui tắc trong cuốn này rồi giúp các bà vợ cùnh nhau tổ chức việc nhà thì kết quả sẽ mau hơn và không khí trong gia đình cũng đầm ấm hơn..."
552,Họ Lập Nên Sự Nghiệp Cách Nào,https://khosachonline.com/sach/ho-lap-nen-su-nghiep-cach-nao,Tâm Lý - Kỹ Năng Sống,Nguyễn Hiến Lê,"Andrew Carnegie, ông vua thép ở Mĩ, mới ra đời chỉ kiếm được khoảng năm cắc một giờ, mà sau gây dựng được một sản nghiệp là tám chục triệu Anh kìm, tức khoảng mười sáu tỉ bạc, theo giá trên thị trường tự do hiện thời. Vì hồi nhỏ được học nên lớn lên ông rất ham đọc sách. Khỉ ông đã giàu có và bận việc, ông mướn một người chuyên môn duyệt trước cho ông hết thảy những sách ông muốn coi, rồi dùng bút chì xanh gạch bỏ những đoạn, những chương vô ích hoặc vô vị..."
553,Gương Hy Sinh,https://khosachonline.com/sach/guong-hy-sinh,Tâm Lý - Kỹ Năng Sống,Nguyễn Hiến Lê,"Quyển Gương hi sinh giới thiệu tiểu sử mười nhà bác học hoặc phát minh Âu Mỹ. Những vị đó đều có công lớn với khoa học, đều làm thay đổi đời sống của chúng ta, đều nêu những tấm gương hi sinh cho cái Chân, đôi khi cả cho cái Mĩ nữa và đều coi thường vinh hoa phú quí mà đi tìm hạnh phúc của mình trong hạnh phúc của nhân loại. Một vài nhà cũng có những tật nhỏ, nhưng chính vì vậy mà họ rất gần với chúng ta và tiểu sử của họ mới cảm động...
Mục lục
1- Isaac Newton
2- Louis Pasteur
3- Thomas A. Edison
4- John B. Dunlop
5- Ông bà Curie
6- Guglielmo Marconi
7- Rudolf Diesel
8- John L. Baird
9- Norbert Wiener
10- Ignace P. Semmelweis"
554,Chúng Tôi Tập Viết Tiếng Việt,https://khosachonline.com/sach/chung-toi-tap-viet-tieng-viet,Tâm Lý - Kỹ Năng Sống,Nguyễn Hiến Lê,"Nguyễn Hiến Lê học và viết liên tục và bền bỉ, có hướng rõ rệt, tập trung năng lực, không để phí thì giờ, hi sinh việc xuất bản để dành thời gian viết sách. Trong cuộc đời cầm bút của mình, ông đã viết được 120 bộ sách về nhiều lĩnh vực,. Sức lao động của ông hiếm thấy với hơn 30.000 trang chia cho 33 năm, trung bình mỗi năm 900 trang. Tác phẩm của ông là những đóng góp lớn cho văn hoá Việt Nam, thuộc nhiều lĩnh vực: văn học, ngôn ngữ, triết học, giáo dục, gương danh nhân, chính trị, kinh tế, du kí, dịch tiểu thuyết, tiểu luận phê bình,…"
555,Cách Xử Thế Của Người Nay,https://khosachonline.com/sach/cach-xu-the-cua-nguoi-nay,Tâm Lý - Kỹ Năng Sống,Nguyễn Hiến Lê,"Ông K.C.Ingram đã thành công trong nhiều ngành: viết báo, quảng cáo, chủ bút, giám đốc....rồi chủ tịch hội đồng quản trị một hãng vận tải lớn ở Mỹ; ông du lịch nhiều nơi, tiếp xúc với nhiều hạng người, rút kinh nghiệm để soạn cuốn Cách xử thế của người nay.

Với mấy trăm trang nhỏ, ông bàn về nhiều vấn đề: từ tâm lý con người đến cách diệt những thói xấu, tập những thói tốt.... cả cách bán hàng, xin việc, dạy con nữa. Ông đã đưa ra rất nhiều lời khuyên thực tế hợp với những thuyết mới nhất của khoa tâm lý và những kinh nghiệm của nhiều người trong mọi giới. Tất cả những lời khuyên đó đều dựa trên một qui tắc chung rất giản dị: Nghĩ tới người; vì theo ông, có nghĩ tới người thì ta mới có thể thành công và tìm được hạnh phúc."
556,Những Điều Trường Harvard Thật Sự Dạy Bạn,https://khosachonline.com/sach/nhung-dieu-truong-harvard-that-su-day-ban,Tâm Lý - Kỹ Năng Sống,Philip Delves Broughton,"Sau nhiều năm làm nghề báo, Philip Delves Broughton, một nhà báo có vị thế của tờ Telegraph danh tiếng, muốn có những trải nghiệm và cuộc sống khác nên đã đăng ký nhập học vào trường Kinh doanh Harvard (Harvard Business School – HBS). Từ góc nhìn chuyên nghiệp của một nhà báo, việc học tập và cuộc sống của Harvard đã được Philip miêu tả tỉ mỉ và tinh tế trong Những điều trường Harvard thực sự dạy bạn.
“Nhìn lại HBS, tôi thấy hạnh phúc khi được học ở đó. Kinh doanh không còn là một thế giới đóng với tôi. Tôi có thương hiệu trong bộ hồ sơ xin việc và được quen biết với rất nhiều sinh viên của trường. Tôi đã học được ngôn ngữ kinh doanh, các phương pháp tư duy…”
Với tất cả những ai muốn tìm hiểu về trường kinh doanh Harvard nói riêng, cũng như muốn học hỏi về kinh doanh nói chung, đây là cuốn sách thật sự bổ ích và lý thú."
557,Sách Của Những Câu Hỏi,https://khosachonline.com/sach/sach-cua-nhung-cau-hoi,Tâm Lý - Kỹ Năng Sống,Gregory Stock,"Những câu hỏi hay nhất là những câu hỏi bạn không thể tìm câu trả lời trên Google. Cuốn sách “Sách của những câu hỏi” là cả một tập hợp những câu hỏi như vậy.
Trong cuốn sách bạn sẽ bắt gặp những câu hỏi về tình yêu, tiền tài, chuyện phòng the, đạo đức, công nghệ và nhiều nữa:
“Nếu có thể biết 1 điều bất kì về tương lai, bạn sẽ hỏi điều gì? Nếu phải chọn, bạn muốn một người bạn đời thông minh hay xinh đẹp? Nếu có thể quay ngược về quá khứ nhưng không thể trở về hiện tại được nữa, bạn có đi không và đi về thời nào?…”
Bạn có thể dùng nó để tự vấn bản thân, hay khơi mào một buổi nói chuyện với người thân, bạn bè hoặc giao lưu trong một trò chơi nhóm"
558,Thuật Đàm Phán,https://khosachonline.com/sach/thuat-dam-phan,Tâm Lý - Kỹ Năng Sống,Brian Tracy,"Đàm phán là một yếu tố thiết yếu trong mọi tương tác mang tính cá nhân cũng như chuyên nghiệp. Nó giúp chung ta thiết lập các mối quan hệ, hợp tác và đưa ra các giải pháp cho khách hàng, tổ chức và chính chúng ta.

Trong sự nghiệp thành công của mìn, Brian Tracy đã đàm phán các hợp đồng trị giá hàng triệu đô-la. Nhờ trải nghiệm đó, ông đã đúc rút và đưa những bí quyết vào cuốn sách Thuật đàm phán này như một cuốn cẩm nang ngắn gọn giúp bạn trở thành một nhà thương thuyết bậc thầy nhờ:

- Sử dụng 6 phong cách đàm phán chính
- Khai thác sức mạnh của cảm xúc trong quá trình đi đến thỏa thuận
- Sử dụng thời gian như một lời thế
- Chuẩn bị như một nhà đàm phán chuyên nghiệp và tiến vào bất cứ cuộc đàm phán nào với        tư thế chủ động
- Rõ ràng về những lĩnh vực bất đồng và nhất trí
- Phát triển những kết quả ""đôi bên cùng có lợi""
- Sử dụng sức mạnh ""có đi có lại""
- Biết khi nào và bằng cách nào rút lui"
559,36 Kế Ứng Dụng Trong Kinh Doanh Và Cuộc Sống,https://khosachonline.com/sach/36-ke-ung-dung-trong-kinh-doanh-va-cuoc-song,Tâm Lý - Kỹ Năng Sống,Ngọc Bích,"Ba mươi sáu kế là bộ sách mưu lược quân sự mang tính kinh điển, sâu sắc, tinh túy trong kho báu trí tuệ của Trung Hoa cổ đại. Trải qua quá trình biến đổi và phát triển của lịch sử tư tưởng, mưu lược của Ba mươi sáu kế đã thâm nhập một cách rộng rãi trong nhiều lĩnh vực của đời sống xã hội như: chính trị, ngoại giao, kinh tế… Và trở thành tài sản trí tuệ được mọi người thừa nhận. Trong lĩnh vực kinh tế, buôn bán thương phẩm, kinh doanh từng giờ, từng phút phải đối mặt với thách thức cạnh tranh và khuynh hướng khốc liệt hóa của cạnh tranh thị trường là tồn tại và phát triển tất yếu của thương trường nên mới có câu: “Thương trường là chiến trường”
Cuốn sách đã tổng kết một cách sâu sắc, độc đáo, hệ thống hóa, sinh động hóa những tri thức kinh điển áp dụng trong kinh doanh hiện đại với nội dung sáng rõ, dễ hiểu và đại chúng."
560,Chìa Khóa Trên Đường Hội Nhập - Bí Quyết Thành Công Của Tập Đoàn Microsoft,https://khosachonline.com/sach/chia-khoa-tren-duong-hoi-nhap-bi-quyet-thanh-cong-cua-tap-doan-microsoft,Tâm Lý - Kỹ Năng Sống,Jim Mc Carthy,"Với kinh nghiệm phong phú của mình, tác giả dựa vào kết tinh suy nghĩ và những bài học đau thương để tổng kết thành 54 nguyên tắc đơn giản. Jim Mc Carthy phân tích các chiến lược thích hợp nhất trong các tình huống cạnh tranh, hướng dẫn bạn cách cứu vãn tình thế trong trường hợp chẳng may tụt hậu. Ngoài ra, bạn còn học được cách vận dụng những bí quyết của các nhân tài..."
